ID,RAJ2000,DEJ2000,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_mean_mag,phot_rp_mean_mag_error,radial_velocity,radial_velocity_error,ra_epoch2000,ra_epoch2000_error,dec_epoch2000,dec_epoch2000_error,astrometric_chi2_al,astrometric_n_good_obs_al,phot_bp_rp_excess_factor,phot_bp_n_obs,phot_rp_n_obs
117,288.22001173,-17.0294971935,4087719632040698240,288.22000877966,0.0244,-17.02961110041,0.0216,3.2894,0.0256,-0.655,0.047,-26.456,0.041,0.2764,-0.1182,-0.3339,-0.2974,-0.152,-0.2298,-0.427,-0.2867,0.0566,0.2524,13.5754,4.0E-4,14.1211,0.0024,12.8984,0.0015,,,288.22001173,0.722,-17.0294971935,0.6345,70.89,136,1.238,14,13
118,288.39705717,-14.9822918573,4185077881988637056,288.3970544613,0.0493,-14.98241198999,0.0424,3.3135,0.0644,-0.608,0.145,-27.902,0.102,0.1794,-0.1473,-0.26,-0.1166,-0.4371,-0.3962,0.0228,0.463,-0.5262,-0.5866,12.7044,3.0E-4,13.1567,0.0023,12.1068,0.0011,41.63,3.41,288.39705717,2.2502,-14.9822918573,1.5892,178.97,123,1.222,13,13
119,288.543699335,-15.2968421984,4185009643545958272,288.54369505482,0.0565,-15.29695319887,0.0513,2.9812,0.0608,-0.959,0.12,-25.781,0.11,0.2035,-1.0E-4,-0.2455,-0.1892,-0.3017,-0.1574,-0.2807,-0.0674,0.0975,0.2536,16.2472,0.001,17.3595,0.0224,15.2066,0.0033,,,288.543699335,1.8682,-15.2968421984,1.6991,166.64,150,1.374,13,16
120,288.461358129,-15.3715572941,4184985454289203328,288.46135437086,0.0248,-15.37167407435,0.0233,3.1659,0.0275,-0.842,0.051,-27.123,0.051,0.2935,0.034,-0.24,-0.2143,-0.2579,-0.1569,-0.296,-0.2042,0.165,0.4122,14.5032,5.0E-4,15.2196,0.0034,13.6905,0.0021,,,288.461358129,0.7959,-15.3715572941,0.7837,145.39,172,1.28,18,17
121,288.577309916,-15.3760271445,4184981983955510784,288.57730776381,0.0298,-15.3761361927,0.0294,3.0296,0.0349,-0.482,0.057,-25.327,0.052,0.2712,-0.0733,-0.1931,-0.32,-0.4108,-0.1792,-0.3289,-0.2317,0.0676,0.2229,12.9308,4.0E-4,13.3731,0.0012,12.3448,0.0012,41.93,1.86,288.577309916,0.8856,-15.3760271445,0.7989,172.43,155,1.219,17,18
122,288.504235645,-15.4846174968,4184979406975094144,288.50423283644,0.0629,-15.48473351632,0.0674,3.2058,0.0808,-0.629,0.123,-26.946,0.115,0.3648,-0.0462,-0.281,-0.3099,-0.5112,-0.0679,-0.4182,-0.3494,0.1876,0.3525,16.5017,0.0012,17.6669,0.0164,15.4264,0.0039,,,288.504235645,1.9023,-15.4846174968,1.7762,174.34,155,1.398,18,17
123,289.479391896,-15.0439818615,4184353166381835136,289.47938652617,0.0562,-15.04409952231,0.0538,3.3614,0.0656,-1.204,0.105,-27.328,0.091,0.3816,-0.0168,-0.2842,-0.3901,-0.3382,-0.2032,-0.4061,-0.3761,0.0493,0.3205,16.0586,0.001,17.1367,0.0096,15.0161,0.0013,,,289.479391896,1.626,-15.0439818615,1.4125,214.5,175,1.384,18,17
124,289.510145247,-15.1810031056,4184345950836631296,289.51014212738,0.1036,-15.18112273174,0.1006,3.4627,0.1219,-0.699,0.195,-27.784,0.174,0.3994,0.0046,-0.2406,-0.3291,-0.3583,-0.1536,-0.3263,-0.3553,0.0561,0.3764,17.2443,0.0013,18.6816,0.0259,16.0402,0.005,,,289.510145247,3.0297,-15.1810031056,2.702,271.03,165,1.487,16,16
125,289.604584431,-15.4669627449,4184286061811508864,289.60457893375,0.0802,-15.46708365512,0.08,3.5199,0.11,-1.231,0.156,-28.082,0.138,0.2559,-0.0575,-0.1203,-0.3094,-0.4991,-0.0363,-0.3221,-0.4044,0.1974,0.2637,16.9054,0.0011,18.1961,0.0208,15.7653,0.0085,,,289.604584431,2.4212,-15.4669627449,2.1446,196.03,159,1.441,17,16
126,288.976450549,-15.2528172068,4184262594113102336,288.97644843015,0.122,-15.25293531658,0.0808,3.4744,0.1301,-0.475,0.196,-27.432,0.143,0.169,-0.5462,0.0707,-0.3751,-0.2616,-0.2817,-0.2084,-0.2589,0.1007,-0.1423,16.8957,0.0022,17.9317,0.0169,15.697,0.0053,,,288.976450549,3.0347,-15.2528172068,2.2133,127.81,116,1.567,13,13
127,289.001110399,-15.2681017775,4184259570456114432,289.00110224667,0.0385,-15.26821228939,0.0277,3.2102,0.037,-1.827,0.073,-25.667,0.054,-0.0511,-0.318,-0.1598,-0.2224,-0.0091,-0.2329,-0.242,-0.142,0.0022,-0.1445,14.4493,6.0E-4,15.1517,0.0028,13.6505,0.0019,,,289.001110399,1.1351,-15.2681017775,0.8376,77.39,115,1.273,12,11
128,289.128656399,-15.5601187468,4184234041170641664,289.12865289542,0.0426,-15.5602320453,0.0353,3.1672,0.066,-0.784,0.177,-26.314,0.113,0.1459,-0.3016,-0.3178,0.1133,-0.4569,-0.4382,0.2275,0.7108,-0.6856,-0.7559,14.1213,7.0E-4,14.7477,0.0055,13.3767,0.002,,,289.128656399,2.7459,-15.5601187468,1.7542,96.39,89,1.258,10,9
129,288.815329381,-15.5752605533,4184213390966718592,288.81532444757,0.0634,-15.57536978418,0.0578,3.0933,0.0694,-1.104,0.122,-25.37,0.107,0.254,0.0869,-0.2356,-0.3359,-0.2867,-0.2339,-0.3297,-0.2353,-0.0026,0.2171,16.3968,0.001,17.5595,0.0082,15.3298,0.0033,,,288.815329381,1.8959,-15.5752605533,1.6531,203.58,157,1.389,15,17
130,288.788557843,-15.8733596317,4184198788077655936,288.78855395813,0.0355,-15.87347694805,0.0357,3.2987,0.0444,-0.868,0.07,-27.248,0.063,0.2514,0.0428,-0.3222,-0.2287,-0.4478,-0.0213,-0.4046,-0.3878,0.1558,0.2468,11.2621,4.0E-4,11.5979,0.0012,10.7767,9.0E-4,41.02,1.57,288.788557843,1.0873,-15.8733596317,0.9731,265.98,162,1.204,18,18
131,289.582452516,-15.6355198991,4184176827898941312,289.58244874917,0.0879,-15.63563120201,0.0719,2.8824,0.0977,-0.842,0.166,-25.851,0.137,0.1196,0.0159,-0.0696,-0.4326,-0.2555,-0.302,-0.2594,-0.33,0.0964,0.1601,16.6447,0.0014,18.0322,0.0216,15.4797,0.0028,,,289.582452516,2.582,-15.6355198991,2.1181,199.04,134,1.45,13,12
132,289.365253116,-15.8045733808,4184167928723405312,289.36525101747,0.1073,-15.80468731804,0.0989,3.1953,0.1018,-0.469,0.217,-26.463,0.197,0.2047,-0.1481,-0.2741,-0.3501,-0.0773,-0.3355,-0.4828,-0.1207,-0.0182,0.1344,16.9101,0.0012,18.2507,0.0191,15.7851,0.0055,,,289.365253116,3.3718,-15.8045733808,3.0595,155.72,113,1.414,13,13
133,288.874245331,-15.8513294718,4184157659469838592,288.87424285593,0.0412,-15.85144553996,0.0407,3.1735,0.0625,-0.553,0.086,-26.958,0.068,0.0834,0.0779,-0.2878,-0.1364,-0.5392,0.2032,-0.3952,-0.5799,0.281,0.0522,11.2044,4.0E-4,11.55,0.0013,10.7116,0.0017,40.5,1.4,288.874245331,1.3412,-15.8513294718,1.0578,260.61,147,1.204,18,18
134,288.901113464,-15.9628038379,4184147420267682944,288.9011097741,0.0426,-15.96292030536,0.0435,3.3391,0.0485,-0.824,0.078,-27.051,0.068,0.4433,0.0978,-0.4636,-0.4902,-0.3522,-0.2441,-0.5785,-0.4385,0.0267,0.3543,10.1686,4.0E-4,10.5396,0.001,9.6619,0.0016,42.03,0.11,288.901113464,1.205,-15.9628038379,1.0559,286.16,160,1.2,20,21
135,288.839235845,-16.0029698299,4184146900561610880,288.83923281552,0.0441,-16.00308281284,0.0456,3.1072,0.0617,-0.676,0.082,-26.241,0.071,0.0834,0.3388,-0.407,-0.3259,-0.5627,-0.0252,-0.4074,-0.4271,0.0669,0.2399,12.7662,3.0E-4,13.2105,0.0015,12.1754,0.0016,42.52,0.31,288.839235845,1.2763,-16.0029698299,1.0958,160.34,137,1.221,14,14
136,288.750542854,-16.097698599,4184144534049662720,288.75054000866,0.0406,-16.09781514105,0.039,3.2347,0.0496,-0.635,0.078,-27.068,0.067,0.3757,-0.0375,-0.2917,-0.3879,-0.2588,-0.1979,-0.459,-0.4825,0.0904,0.3159,11.7321,2.0E-4,12.1029,0.0019,11.2093,0.001,40.98,9.51,288.750542854,1.2104,-16.097698599,1.0447,139.77,135,1.211,14,14
137,289.232241603,-16.0560904568,4184136906187904128,289.23224079389,0.0328,-16.05620980019,0.0312,3.2262,0.0341,-0.18,0.065,-27.718,0.061,0.3568,0.1065,-0.4248,-0.3363,-0.1777,-0.2586,-0.4924,-0.3217,0.0355,0.363,11.1117,6.0E-4,11.4397,0.002,10.6425,0.0013,38.64,0.73,289.232241603,1.0028,-16.0560904568,0.9385,272.3,164,1.198,20,20
138,289.261897077,-16.0879437416,4184136558285344000,289.26189346947,0.0323,-16.08806274708,0.0315,3.2496,0.0375,-0.805,0.062,-27.64,0.057,0.3276,-0.0958,-0.2788,-0.2575,-0.3906,-0.0967,-0.3875,-0.3039,0.1065,0.2636,12.5968,4.0E-4,13.0177,0.0018,12.026,8.0E-4,39.82,1.17,289.261897077,0.9646,-16.0879437416,0.8763,220.97,172,1.218,18,17
139,289.102571382,-16.0927301724,4184135806675835008,289.102568485,0.0609,-16.09284492155,0.06,3.0475,0.07,-0.646,0.118,-26.651,0.108,0.315,0.1066,-0.3418,-0.3434,-0.3415,-0.2037,-0.4438,-0.3437,0.1246,0.369,16.3251,0.0016,17.4696,0.0213,15.2429,0.005,,,289.102571382,1.8246,-16.0927301724,1.6804,202.4,165,1.41,18,19
140,289.196897683,-16.069240745,4184135394358918656,289.1968944254,0.03,-16.06935678789,0.0282,3.2313,0.033,-0.727,0.059,-26.952,0.055,0.2711,0.0132,-0.3173,-0.2708,-0.2765,-0.1744,-0.3997,-0.2772,0.1062,0.3017,12.353,2.0E-4,12.7619,0.0017,11.7955,0.0014,42.2,0.68,289.196897683,0.9221,-16.069240745,0.8546,179.34,181,1.215,21,21
141,289.16897021,-16.1252804806,4184134771578949504,289.16896552522,0.0344,-16.12539489683,0.0326,3.2614,0.0399,-1.045,0.067,-26.574,0.059,0.0533,0.1539,-0.2492,-0.2661,-0.4026,-0.1499,-0.3413,-0.2554,0.0931,0.1555,12.0637,0.0012,12.4549,0.0044,11.5189,0.0022,,,289.16897021,1.0328,-16.1252804806,0.9084,188.02,156,1.215,17,15
142,288.909076935,-16.1856500273,4184130820203725056,288.90907221503,0.1135,-16.18576492469,0.1046,3.5497,0.1285,-1.053,0.216,-26.686,0.192,0.3491,0.1068,-0.2759,-0.4183,-0.2394,-0.292,-0.3912,-0.3753,0.0642,0.3918,17.4027,0.0014,18.827,0.0327,16.2023,0.0073,,,288.909076935,3.3454,-16.1856500273,2.9722,194.01,156,1.484,16,15
143,289.03604506,-16.1874502032,4184128934728130304,289.03604223403,0.037,-16.18756297532,0.0366,3.1451,0.0473,-0.63,0.073,-26.192,0.059,0.0577,0.2098,-0.4343,-0.1816,-0.4979,0.0698,-0.4854,-0.4857,0.1895,0.0796,9.7534,3.0E-4,10.1297,0.0013,9.2452,0.0017,41.99,1.63,289.03604506,1.1324,-16.1874502032,0.9173,273.02,172,1.199,21,21
144,289.108677343,-16.1843736607,4184128586826043904,289.10867062578,0.0324,-16.18448671096,0.0309,3.1345,0.0392,-1.498,0.065,-26.257,0.059,0.147,0.1014,-0.3223,-0.1496,-0.4156,-0.0056,-0.3543,-0.3351,0.1769,0.2273,11.619,0.0016,12.0415,0.006,11.0341,0.0043,70.98,2.56,289.108677343,1.0078,-16.1843736607,0.9092,426.23,180,1.227,21,21
145,289.076580461,-16.2118060371,4184128144454095488,289.0765766676,0.0688,-16.21192057827,0.0695,3.2767,0.0956,-0.846,0.134,-26.603,0.116,0.0744,0.2045,-0.2808,-0.1862,-0.5457,0.0446,-0.3333,-0.4085,0.1965,0.2152,16.8746,0.001,18.1882,0.0129,15.7385,0.0056,,,289.076580461,2.0858,-16.2118060371,1.8028,161.62,174,1.432,18,17
146,288.993396516,-16.2571728531,4184126426467203456,288.99339414432,0.0344,-16.25729093326,0.0323,3.2341,0.0403,-0.529,0.067,-27.425,0.059,0.2092,-0.0084,-0.2409,-0.2606,-0.3249,-0.1098,-0.3864,-0.3694,0.1542,0.2069,10.2247,7.0E-4,10.5868,0.0012,9.7311,9.0E-4,41.15,0.35,288.993396516,1.0384,-16.2571728531,0.92,447.86,167,1.196,18,19
147,290.256524179,-15.4330021941,4184111239462279424,290.2565172439,0.0793,-15.43311692457,0.0685,3.205,0.0815,-1.553,0.156,-26.647,0.136,0.2104,-0.0648,-0.3866,-0.1816,-0.1693,-0.1302,-0.3994,-0.2305,0.0466,0.1965,16.3952,0.0011,17.5631,0.0226,15.2986,0.0015,,,290.256524179,2.4146,-15.4330021941,2.1123,217.49,139,1.42,15,14
148,289.864367482,-15.7104238031,4184079353623862528,289.86436116574,0.0823,-15.71054365197,0.0808,3.3788,0.1103,-1.412,0.155,-27.836,0.126,0.3186,-0.0725,-0.2164,-0.3366,-0.5016,-0.0254,-0.3645,-0.4454,0.1305,0.2269,16.8724,0.0013,18.1937,0.0148,15.7231,0.0053,,,289.864367482,2.4036,-15.7104238031,1.9495,147.98,141,1.445,15,15
149,289.461480308,-16.1113131485,4183968401721906048,289.46147691491,0.0219,-16.11143073461,0.0214,3.2697,0.0242,-0.757,0.041,-27.31,0.037,0.4183,-0.0308,-0.337,-0.3417,-0.3073,-0.1823,-0.4492,-0.3574,0.0414,0.3089,13.3128,5.0E-4,13.8303,0.0023,12.6582,0.0025,42.71,2.16,289.461480308,0.6323,-16.1113131485,0.5665,87.41,155,1.234,17,18
150,289.826172802,-15.9212346661,4183966546297461632,289.82616501527,0.1022,-15.92135361947,0.0779,3.3977,0.1029,-1.739,0.254,-27.628,0.175,-0.0722,-0.0363,0.1397,-0.432,-0.3009,-0.4583,0.0606,0.1825,-0.1962,-0.3837,16.6491,0.0013,18.0985,0.0186,15.4668,0.0054,,,289.826172802,3.9428,-15.9212346661,2.7108,164.46,116,1.459,12,13
151,289.801545038,-16.1782758292,4183952669270076032,289.80153876968,0.0421,-16.17839231818,0.0362,3.3866,0.042,-1.398,0.087,-27.056,0.07,0.1664,-0.2479,-0.4804,-0.0456,-0.3406,-0.0735,-0.4086,0.0532,-0.0195,-0.0214,10.3671,6.0E-4,10.7267,0.002,9.8677,0.0011,43.34,0.12,289.801545038,1.3431,-16.1782758292,1.089,200.46,131,1.201,12,14
152,289.630012539,-16.2450671462,4183951187492990336,289.63000688498,0.0571,-16.24518356776,0.0494,3.4174,0.0568,-1.261,0.104,-27.04,0.085,-0.2262,0.1465,0.3032,-0.5588,-0.4025,-0.4473,0.022,-0.12,-0.0704,-0.1814,10.3358,8.0E-4,10.6723,0.0015,9.8666,0.0013,43.48,0.35,289.630012539,1.6088,-16.2450671462,1.3228,165.38,94,1.194,11,10
153,289.707809644,-16.2545515601,4183950534662831488,289.70780542063,0.024,-16.25467067706,0.023,3.3485,0.0281,-0.942,0.049,-27.666,0.046,0.2244,-0.0664,-0.1512,-0.2249,-0.3761,-0.1308,-0.2504,-0.1742,0.1229,0.2934,13.9576,4.0E-4,14.595,0.0025,13.2023,0.0027,,,289.707809644,0.7572,-16.2545515601,0.7206,89.66,140,1.262,15,14
154,289.266391994,-16.1352567782,4183947102991940608,289.26638563275,0.0364,-16.13537108119,0.0353,3.2686,0.0422,-1.419,0.069,-26.548,0.062,0.4027,-0.0653,-0.2783,-0.349,-0.3543,-0.1741,-0.3944,-0.3466,0.081,0.3489,15.3196,6.0E-4,16.2235,0.006,14.3822,0.0018,,,289.266391994,1.0651,-16.1352567782,0.9593,162.79,165,1.329,15,15
155,289.23625074,-16.2073389271,4183945694242627584,289.23624599923,0.2268,-16.20745704198,0.2197,3.3977,0.2749,-1.057,0.447,-27.433,0.396,0.1219,-0.0198,-0.0608,-0.1213,-0.2224,-0.0142,-0.114,-0.4187,0.037,0.1893,9.5865,3.0E-4,9.9339,0.0016,9.1082,0.0022,40.73,2.08,289.23625074,6.9269,-16.2073389271,6.1347,16461.09,157,1.194,18,18
156,289.372545248,-16.1993737923,4183944182414043136,289.37254100802,0.0269,-16.19948907272,0.0259,3.3023,0.0304,-0.946,0.052,-26.775,0.048,0.3929,-0.0462,-0.2522,-0.2958,-0.2875,-0.1683,-0.3324,-0.3261,0.0782,0.3812,14.3257,7.0E-4,15.0116,0.003,13.5356,0.0027,,,289.372545248,0.8007,-16.1993737923,0.7387,128.22,148,1.272,15,16
157,289.349305096,-16.2135718566,4183942670575016320,289.34929687431,0.0525,-16.21368727688,0.0484,3.2298,0.0695,-1.834,0.104,-26.807,0.09,0.309,-0.1221,-0.1245,-0.2286,-0.349,0.0019,-0.2952,-0.4866,0.1984,0.2495,9.9871,3.0E-4,10.2813,0.0013,9.5703,0.0023,43.65,4.07,289.349305096,1.6157,-16.2135718566,1.4007,583.06,136,1.184,15,16
158,289.184080237,-16.2061920038,4183940501614355456,289.18407914992,0.0386,-16.20630496428,0.0451,3.0996,0.0573,-0.242,0.076,-26.236,0.065,0.3517,-0.1644,-0.2129,-0.2353,-0.6493,0.1711,-0.4149,-0.4754,0.2154,0.1665,12.1851,2.0E-4,12.6164,0.0012,11.6028,0.0011,48.31,7.02,289.184080237,1.1732,-16.2061920038,1.0049,176.08,157,1.221,18,18
159,289.185010753,-16.2594095746,4183939475129977600,289.18500653973,0.0285,-16.25952302212,0.0312,3.2452,0.0448,-0.939,0.058,-26.349,0.054,0.0326,0.1169,-0.1491,-0.1518,-0.6406,0.1131,-0.3238,-0.3911,0.2909,0.1863,13.1341,4.0E-4,13.7566,0.0025,12.3922,9.0E-4,66.04,12.22,289.185010753,0.9011,-16.2594095746,0.8316,183.21,130,1.257,13,13
160,289.18315197,-16.2927910565,4183938852347590400,289.18314949118,0.0575,-16.29290422105,0.0672,3.3472,0.088,-0.553,0.12,-26.283,0.104,0.0441,0.1484,-0.3358,-0.098,-0.6641,0.2277,-0.4574,-0.4896,0.2931,0.0429,16.3178,8.0E-4,17.4408,0.0091,15.2515,0.0041,,,289.18315197,1.8553,-16.2927910565,1.6078,140.72,140,1.398,16,16
161,289.041703261,-16.312010619,4183937963301558656,289.04170064106,0.0345,-16.31212309632,0.0307,3.2673,0.0414,-0.584,0.069,-26.124,0.06,0.1744,0.0289,-0.2833,-0.2157,-0.2702,-0.0846,-0.3559,-0.4013,0.175,0.2169,10.3992,5.0E-4,10.7548,0.001,9.9069,9.0E-4,42.79,9.65,289.041703261,1.0635,-16.312010619,0.9344,434.19,168,1.199,18,20
162,289.139126711,-16.3393340154,4183937104307997184,289.13912048415,0.0373,-16.33944775975,0.0366,3.1206,0.048,-1.388,0.076,-26.418,0.073,0.2863,-0.1338,-0.1487,-0.1658,-0.4372,0.0349,-0.2874,-0.3483,0.2298,0.3243,10.2588,3.0E-4,10.6124,5.0E-4,9.7662,0.0015,,,289.139126711,1.1776,-16.3393340154,1.1397,239.9,147,1.2,15,18
163,289.194297378,-16.3224628688,4183935794330206208,289.19429176504,0.0414,-16.32257662932,0.0448,3.2304,0.0587,-1.251,0.087,-26.422,0.079,0.1417,0.1175,-0.2482,-0.0072,-0.5797,0.2271,-0.2918,-0.4448,0.2677,0.2349,10.3671,4.0E-4,10.7199,5.0E-4,9.8754,0.0012,41.54,0.8,289.194297378,1.3505,-16.3224628688,1.233,199.82,135,1.2,13,15
164,289.137396454,-16.3590364553,4183934046291267200,289.13739257352,0.0312,-16.35915381999,0.0308,3.247,0.0412,-0.865,0.06,-27.259,0.052,0.2581,-0.1307,-0.1263,-0.301,-0.5009,-0.0286,-0.3526,-0.3848,0.1902,0.1805,13.5966,3.0E-4,14.1486,0.0021,12.9135,0.0012,,,289.137396454,0.9287,-16.3590364553,0.8126,255.68,157,1.24,15,15
165,289.173774191,-16.3643194818,4183933908852283264,289.17376915301,0.1138,-16.36443512149,0.1172,3.372,0.1522,-1.123,0.215,-26.858,0.192,0.3696,-0.1491,-0.1035,-0.3518,-0.5262,-0.0555,-0.34,-0.3831,0.1688,0.2958,17.6473,0.0017,18.9264,0.0439,16.4408,0.0118,,,289.173774191,3.3358,-16.3643194818,2.981,176.8,158,1.52,15,15
166,289.153334863,-16.3842431765,4183933771413328512,289.15332938281,0.0252,-16.38436048685,0.0251,3.3746,0.0326,-1.221,0.049,-27.246,0.043,0.278,-0.132,-0.1901,-0.2806,-0.4773,-0.0147,-0.4089,-0.4014,0.1935,0.1713,14.032,8.0E-4,14.8116,0.0041,13.1771,0.0035,,,289.153334863,0.7531,-16.3842431765,0.6656,116.13,149,1.294,16,16
167,289.134542159,-16.4180553517,4183933256017241984,289.13453869621,0.0221,-16.41817097996,0.0219,3.2547,0.0286,-0.772,0.043,-26.856,0.039,0.316,-0.1415,-0.1402,-0.242,-0.4634,0.004,-0.3357,-0.3925,0.2032,0.2595,13.1962,7.0E-4,13.7669,0.003,12.4939,0.0017,,,289.134542159,0.671,-16.4180553517,0.6104,89.19,150,1.247,16,16
168,289.55636006,-16.2471472236,4183930777809206656,289.55635506322,0.052,-16.24726361423,0.0445,3.4593,0.0566,-1.114,0.101,-27.033,0.087,0.2662,-0.056,-0.2837,-0.3194,-0.2044,-0.2262,-0.3549,-0.2979,0.0984,0.2845,13.6356,4.0E-4,14.2744,0.0023,12.8815,9.0E-4,43.18,6.44,289.55636006,1.5619,-16.2471472236,1.3435,593.14,160,1.26,17,18
169,289.50665588,-16.3834675375,4183924975308561024,289.50665200122,0.1792,-16.38358370981,0.1714,3.3159,0.2041,-0.864,0.352,-26.982,0.336,0.246,0.1024,-0.185,-0.3498,-0.3059,-0.2703,-0.3057,-0.2335,0.1078,0.3992,18.3383,0.0021,19.8429,0.0622,17.0802,0.0094,,,289.50665588,5.461,-16.3834675375,5.2107,184.76,159,1.541,16,17
170,289.249697045,-16.4215560055,4183920989590558720,289.2496939548,0.0382,-16.42166906508,0.0372,3.2483,0.0481,-0.688,0.074,-26.259,0.065,0.3585,-0.0482,-0.277,-0.324,-0.3761,-0.0859,-0.4368,-0.4593,0.1376,0.2777,11.7012,2.0E-4,12.0854,0.002,11.1648,0.0016,54.67,4.46,289.249697045,1.1516,-16.4215560055,1.009,169.77,148,1.213,15,13
171,289.2695511,-16.4385419799,4183920714712626688,289.26954603284,0.0801,-16.43865500188,0.0791,3.4251,0.1045,-1.129,0.15,-26.25,0.128,0.3835,-0.1029,-0.147,-0.3545,-0.4519,-0.066,-0.3434,-0.4452,0.1245,0.2838,16.8234,0.0012,18.2177,0.0168,15.642,0.0042,,,289.2695511,2.3262,-16.4385419799,1.9819,173.89,149,1.468,16,16
172,289.953361469,-16.1463281528,4183911776874132736,289.95335415676,0.0939,-16.14644320066,0.0812,3.1438,0.1021,-1.631,0.211,-26.721,0.158,0.27,-0.011,-0.1263,-0.4219,-0.3591,-0.4503,-0.1582,0.1992,-0.2892,-0.1658,16.4391,0.0014,17.6423,0.0126,15.3546,0.0032,,,289.953361469,3.2795,-16.1463281528,2.4528,159.15,108,1.399,12,12
173,289.983828452,-16.1610723547,4183911059625672320,289.98382153736,0.0359,-16.16118839376,0.03,3.2636,0.0415,-1.542,0.08,-26.951,0.06,0.2509,0.0665,-0.1782,-0.3842,-0.3612,-0.4222,-0.1045,0.2019,-0.3874,-0.2365,13.8881,6.0E-4,14.4929,0.0027,13.1511,0.0012,,,289.983828452,1.2469,-16.1610723547,0.927,63.09,112,1.26,12,13
174,289.502293219,-16.600471312,4183868556628622720,289.50228910191,0.0408,-16.60058727048,0.0436,3.1797,0.0602,-0.916,0.082,-26.932,0.07,0.0328,0.0973,-0.2481,-0.1745,-0.6108,0.1342,-0.4008,-0.4572,0.2615,0.0652,10.4115,4.0E-4,10.7302,0.0014,9.9557,0.0011,41.87,0.82,289.502293219,1.2768,-16.600471312,1.0824,243.27,144,1.195,14,16
175,289.460254374,-16.6239111852,4183867079159884672,289.46024900462,0.0368,-16.62402332999,0.0359,3.3069,0.0468,-1.195,0.071,-26.047,0.064,0.2789,-0.092,-0.1702,-0.3154,-0.4391,-0.0852,-0.3698,-0.3768,0.1808,0.2474,15.375,6.0E-4,16.3046,0.0069,14.4276,0.0019,,,289.460254374,1.1008,-16.6239111852,0.9859,165.57,158,1.331,18,18
176,289.522357546,-16.7788630652,4183861684680803968,289.52235206212,0.041,-16.77897571164,0.0383,3.2937,0.0488,-1.219,0.078,-26.163,0.062,0.2412,0.1252,-0.3759,-0.3409,-0.4045,-0.1153,-0.4374,-0.3891,0.0205,0.144,12.7845,0.0023,13.3459,0.0084,12.1051,0.0072,,,289.522357546,1.204,-16.7788630652,0.9682,211.4,128,1.234,15,14
177,289.592436346,-16.7897976822,4183850105448920576,289.59243361525,0.0251,-16.78991209294,0.0225,3.1632,0.0306,-0.607,0.048,-26.573,0.038,0.2515,-0.1044,-0.2884,-0.2037,-0.3992,0.0128,-0.3707,-0.4263,0.125,0.1325,13.1712,6.0E-4,13.6501,0.0034,12.5445,0.0015,42.72,10.31,289.592436346,0.7369,-16.7897976822,0.586,104.77,146,1.23,14,14
178,290.128322905,-16.5685295727,4180879018872068864,290.12832060473,0.1673,-16.56864428859,0.1508,3.4585,0.1854,-0.512,0.356,-26.644,0.341,0.1,-0.0168,-0.0909,-0.2085,-0.2878,-0.1729,-0.2062,-0.0799,0.1496,0.2356,16.1914,0.0012,17.4689,0.0137,15.0401,0.002,,,290.128322905,5.5163,-16.5685295727,5.2814,1305.2,142,1.456,15,14
179,289.895566843,-16.7979961823,4180850397208962688,289.89555944449,0.0643,-16.798109772,0.058,3.2197,0.0786,-1.645,0.128,-26.382,0.118,0.2552,0.0949,-0.2288,-0.2596,-0.273,-0.1453,-0.2916,-0.3662,0.1731,0.3574,16.0038,0.0011,17.2586,0.0077,14.9026,0.004,,,289.895566843,1.9811,-16.7979961823,1.8232,250.37,148,1.405,14,16
180,288.433536292,-15.9354011064,4088124114881222528,288.4335316952,0.1563,-15.93551363106,0.1365,3.4429,0.1805,-1.027,0.274,-26.135,0.23,0.3428,-0.3217,-0.0992,-0.361,-0.3388,-0.18,-0.3452,-0.3463,0.1143,0.1806,17.5132,0.0042,18.9585,0.0464,16.3015,0.0184,,,288.433536292,4.251,-15.9354011064,3.5748,263.97,141,1.494,13,13
181,288.314225392,-16.2700925887,4088107995849289216,288.31422379608,0.0473,-16.27020729968,0.044,3.3844,0.0561,-0.356,0.101,-26.643,0.082,0.1429,0.0522,-0.0245,-0.3731,-0.4635,-0.3249,-0.1012,0.096,-0.2282,-0.1819,10.4675,6.0E-4,10.7811,0.0013,10.0187,6.0E-4,42.1,0.68,288.314225392,1.5705,-16.2700925887,1.2663,148.24,117,1.193,13,11
182,288.383965768,-16.2866893141,4088060892960421248,288.38396364004,0.0724,-16.28680727961,0.0689,3.3611,0.0958,-0.474,0.19,-27.398,0.129,-0.0791,0.0861,-0.2598,-0.0475,-0.6121,-0.2034,-0.0416,0.2635,-0.2629,-0.4327,16.2221,0.0011,17.3767,0.0095,15.1702,0.0026,,,288.383965768,2.9399,-16.2866893141,2.008,152.11,124,1.376,12,12
